a,p,q,f,l,T,m,M
3800419787,87914.14000000,0.00024000,5723780315,5723780318,1767230426836,False,True
3800419788,87914.15000000,0.00012000,5723780319,5723780320,1767230426836,False,True
3800419789,87914.18000000,0.00192000,5723780321,5723780324,1767230426836,False,True
3800419790,87914.20000000,0.00018000,5723780325,5723780327,1767230426836,False,True
3800419791,87914.19000000,0.00021000,5723780328,5723780328,1767230426836,True,True
3800419792,87914.65000000,0.00216000,5723780329,5723780359,1767230426848,False,True
3800419793,87914.66000000,0.00135000,5723780360,5723780380,1767230426848,False,True
3800419794,87914.67000000,0.00027000,5723780381,5723780383,1767230426848,False,True
3800419795,87914.68000000,0.00009000,5723780384,5723780384,1767230426848,False,True
3800419796,87914.69000000,0.00009000,5723780385,5723780385,1767230426848,False,True
3800419797,87915.20000000,0.05639000,5723780386,5723780386,1767230426848,False,True
3800419798,87915.41000000,0.00018000,5723780387,5723780389,1767230426848,False,True
3800419799,87915.41000000,0.00011000,5723780390,5723780390,1767230426850,True,True
3800419800,87915.42000000,0.00084000,5723780391,5723780401,1767230426853,False,True
3800419801,87915.43000000,0.00300000,5723780402,5723780446,1767230426859,False,True
3800419802,87915.44000000,0.00135000,5723780447,5723780467,1767230426859,False,True
3800419803,87915.45000000,0.00027000,5723780468,5723780470,1767230426859,False,True
3800419804,87915.46000000,0.00009000,5723780471,5723780471,1767230426859,False,True
3800419805,87915.47000000,0.00009000,5723780472,5723780472,1767230426859,False,True
3800419806,87916.01000000,0.00018000,5723780473,5723780475,1767230426859,False,True
3800419807,87916.24000000,0.00018000,5723780476,5723780478,1767230426859,False,True
3800419808,87916.25000000,0.07043000,5723780479,5723780509,1767230426881,False,True
3800419809,87916.26000000,0.00129000,5723780510,5723780529,1767230426881,False,True
3800419810,87916.27000000,0.00027000,5723780530,5723780532,1767230426881,False,True
3800419811,87916.28000000,0.00009000,5723780533,5723780533,1767230426881,False,True
3800419812,87916.29000000,0.00009000,5723780534,5723780534,1767230426881,False,True
3800419813,87916.40000000,0.00018000,5723780535,5723780537,1767230426882,False,True
3800419814,87916.46000000,0.00018000,5723780538,5723780540,1767230426882,False,True
3800419815,87916.96000000,0.00006000,5723780541,5723780541,1767230426882,False,True
3800419816,87917.54000000,0.00158000,5723780542,5723780542,1767230426896,False,True
3800419817,87917.54000000,0.00352000,5723780543,5723780573,1767230426902,False,True
3800419818,87917.55000000,0.00135000,5723780574,5723780594,1767230426902,False,True
3800419819,87917.56000000,0.00027000,5723780595,5723780597,1767230426902,False,True
3800419820,87917.57000000,0.00009000,5723780598,5723780598,1767230426902,False,True
3800419821,87917.58000000,0.00192000,5723780599,5723780625,1767230426909,False,True
3800419822,87917.59000000,0.00135000,5723780626,5723780646,1767230426909,False,True
3800419823,87917.60000000,0.00027000,5723780647,5723780649,1767230426909,False,True
3800419824,87917.61000000,0.00009000,5723780650,5723780650,1767230426909,False,True
3800419825,87917.62000000,0.00009000,5723780651,5723780651,1767230426909,False,True
3800419826,87918.00000000,0.00018000,5723780652,5723780654,1767230426909,False,True
3800419827,87918.53000000,0.00006000,5723780655,5723780655,1767230426909,False,True
3800419828,87918.60000000,0.00018000,5723780656,5723780658,1767230426909,False,True
3800419829,87918.71000000,0.00012000,5723780659,5723780660,1767230426909,False,True
3800419830,87918.93000000,0.00006000,5723780661,5723780661,1767230426909,False,True
3800419831,87919.31000000,0.00018000,5723780662,5723780664,1767230426909,False,True
3800419832,87919.51000000,0.00030000,5723780665,5723780669,1767230426909,False,True
3800419833,87919.71000000,0.00018000,5723780670,5723780672,1767230426909,False,True
3800419834,87919.72000000,0.00500000,5723780673,5723780673,1767230426909,False,True
3800419835,87920.00000000,0.00006000,5723780674,5723780674,1767230426909,False,True
3800419836,87920.01000000,0.00101000,5723780675,5723780678,1767230426909,False,True
3800419837,87920.24000000,0.00006000,5723780679,5723780679,1767230426909,False,True
3800419838,87920.51000000,0.00006000,5723780680,5723780680,1767230426909,False,True
3800419839,87920.80000000,0.00018000,5723780681,5723780683,1767230426909,False,True
3800419840,87920.99000000,0.00030000,5723780684,5723780688,1767230426909,False,True
3800419841,87921.00000000,0.00030000,5723780689,5723780693,1767230426909,False,True
3800419842,87921.72000000,0.00018000,5723780694,5723780696,1767230426909,False,True
3800419843,87921.83000000,0.00018000,5723780697,5723780699,1767230426909,False,True
3800419844,87922.10000000,0.00006000,5723780700,5723780700,1767230426909,False,True
3800419845,87922.16000000,0.00106000,5723780701,5723780704,1767230426909,False,True
3800419846,87922.24000000,0.00018000,5723780705,5723780707,1767230426909,False,True
3800419847,87922.28000000,0.00003000,5723780708,5723780708,1767230426909,False,True
3800419848,87922.28000000,0.00015000,5723780709,5723780711,1767230426909,False,True
3800419849,87922.29000000,0.00018000,5723780712,5723780714,1767230426909,False,True
3800419850,87922.92000000,0.00006000,5723780715,5723780715,1767230426909,False,True
3800419851,87923.00000000,0.00018000,5723780716,5723780718,1767230426909,False,True
3800419852,87923.44000000,0.00007000,5723780719,5723780719,1767230426909,False,True
3800419853,87923.47000000,0.00018000,5723780720,5723780722,1767230426909,False,True
3800419854,87923.68000000,0.00075000,5723780723,5723780726,1767230426909,False,True
3800419855,87924.44000000,0.00012000,5723780727,5723780727,1767230426909,False,True
3800419856,87924.81000000,0.00006000,5723780728,5723780728,1767230426909,False,True
3800419857,87924.96000000,0.00006000,5723780729,5723780729,1767230426909,False,True
3800419858,87925.36000000,0.00018000,5723780730,5723780732,1767230426909,False,True
3800419859,87926.16000000,0.00064000,5723780733,5723780736,1767230426909,False,True
3800419860,87926.17000000,0.00318000,5723780737,5723780740,1767230426909,False,True
3800419861,87926.41000000,0.00018000,5723780741,5723780743,1767230426909,False,True
3800419862,87926.74000000,0.00018000,5723780744,5723780746,1767230426909,False,True
3800419863,87926.75000000,0.00103000,5723780747,5723780747,1767230426909,False,True
3800419864,87926.75000000,0.00330000,5723780748,5723780748,1767230426910,False,True
3800419865,87926.75000000,0.00065000,5723780749,5723780751,1767230426941,False,True
3800419866,87926.74000000,0.00134000,5723780752,5723780752,1767230428159,True,True
3800419867,87926.75000000,0.00028000,5723780753,5723780756,1767230428181,False,True
3800419868,87926.74000000,0.00045000,5723780757,5723780757,1767230428504,True,True
3800419869,87926.75000000,0.00056000,5723780758,5723780763,1767230428537,False,True
3800419870,87926.74000000,0.00080000,5723780764,5723780764,1767230429207,True,True
3800419871,87926.74000000,0.00060000,5723780765,5723780765,1767230429397,True,True
3800419872,87926.75000000,0.00012000,5723780766,5723780766,1767230429457,False,True
3800419873,87926.75000000,0.00068000,5723780767,5723780767,1767230430674,False,True
3800419874,87926.75000000,0.00022000,5723780768,5723780770,1767230430730,False,True
3800419875,87926.74000000,0.00129000,5723780771,5723780771,1767230432245,True,True
3800419876,87926.74000000,0.00009000,5723780772,5723780772,1767230432465,True,True
3800419877,87926.74000000,0.00076000,5723780773,5723780773,1767230432656,True,True
3800419878,87926.75000000,0.00057000,5723780774,5723780774,1767230433186,False,True
3800419879,87926.75000000,0.00519000,5723780775,5723780790,1767230433291,False,True
3800419880,87926.74000000,0.00061000,5723780791,5723780791,1767230433364,True,True
3800419881,87926.75000000,0.00009000,5723780792,5723780792,1767230433656,False,True
3800419882,87926.75000000,0.00021000,5723780793,5723780793,1767230433782,False,True
3800419883,87926.75000000,0.00033000,5723780794,5723780794,1767230434007,False,True
3800419884,87926.75000000,0.00668000,5723780795,5723780795,1767230434088,False,True
3800419885,87926.75000000,0.00012000,5723780796,5723780796,1767230434666,False,True
3800419886,87926.75000000,0.00046000,5723780797,5723780797,1767230434729,False,True
3800419887,87926.75000000,0.00035000,5723780798,5723780798,1767230434767,False,True
3800419888,87926.74000000,0.00227000,5723780799,5723780799,1767230434797,True,True
3800419889,87926.75000000,0.00011000,5723780800,5723780800,1767230434970,False,True
3800419890,87926.75000000,0.00020000,5723780801,5723780801,1767230435186,False,True
3800419891,87926.74000000,0.00151000,5723780802,5723780802,1767230435510,True,True
3800419892,87926.75000000,0.00023000,5723780803,5723780803,1767230435607,False,True
3800419893,87926.75000000,0.00019000,5723780804,5723780804,1767230435747,False,True
3800419894,87926.75000000,0.00020000,5723780805,5723780805,1767230435761,False,True
3800419895,87926.75000000,0.00010000,5723780806,5723780806,1767230435883,False,True
3800419896,87926.75000000,0.00114000,5723780807,5723780807,1767230435883,False,True
3800419897,87926.74000000,0.00013000,5723780808,5723780808,1767230435965,True,True
3800419898,87926.75000000,0.00008000,5723780809,5723780809,1767230436071,False,True
3800419899,87926.75000000,0.00012000,5723780810,5723780810,1767230436240,False,True
3800419900,87926.75000000,0.00012000,5723780811,5723780811,1767230436430,False,True
3800419901,87926.75000000,0.00057000,5723780812,5723780812,1767230437078,False,True
3800419902,87926.75000000,0.00077000,5723780813,5723780813,1767230438796,False,True
3800419903,87926.74000000,0.00038000,5723780814,5723780814,1767230439683,True,True
3800419904,87926.75000000,0.00105000,5723780815,5723780815,1767230441297,False,True
3800419905,87926.74000000,0.00010000,5723780816,5723780816,1767230441340,True,True
3800419906,87926.74000000,0.00591000,5723780817,5723780817,1767230441397,True,True
3800419907,87926.75000000,0.00006000,5723780818,5723780818,1767230442132,False,True
3800419908,87926.75000000,0.00011000,5723780819,5723780819,1767230442458,False,True
3800419909,87926.75000000,0.02762000,5723780820,5723780820,1767230442825,False,True
3800419910,87926.74000000,0.02762000,5723780821,5723780821,1767230443016,True,True
3800419911,87926.75000000,0.00012000,5723780822,5723780822,1767230443238,False,True
3800419912,87926.75000000,0.00012000,5723780823,5723780823,1767230443780,False,True
3800419913,87926.75000000,0.00007000,5723780824,5723780824,1767230443930,False,True
3800419914,87926.74000000,0.00013000,5723780825,5723780825,1767230444028,True,True
3800419915,87926.75000000,0.11139000,5723780826,5723780885,1767230444415,False,True
3800419916,87926.76000000,0.00195000,5723780886,5723780903,1767230444415,False,True
3800419917,87926.77000000,0.00110000,5723780904,5723780907,1767230444415,False,True
3800419918,87926.86000000,0.00018000,5723780908,5723780910,1767230444415,False,True
3800419919,87926.87000000,0.00012000,5723780911,5723780911,1767230444662,False,True
3800419920,87926.86000000,0.00568000,5723780912,5723780912,1767230446147,True,True
3800419921,87926.87000000,0.00079000,5723780913,5723780913,1767230447082,False,True
3800419922,87926.87000000,0.06823000,5723780914,5723780914,1767230447189,False,True
3800419923,87926.87000000,0.00006000,5723780915,5723780915,1767230448442,False,True
3800419924,87926.86000000,0.00006000,5723780916,5723780916,1767230449629,True,True
3800419925,87926.87000000,0.06948000,5723780917,5723780990,1767230449719,False,True
3800419926,87926.88000000,0.00219000,5723780991,5723781012,1767230449719,False,True
3800419927,87926.93000000,0.00360000,5723781013,5723781016,1767230449719,False,True
3800419928,87927.31000000,0.00006000,5723781017,5723781017,1767230449719,False,True
3800419929,87927.84000000,0.00018000,5723781018,5723781020,1767230449719,False,True
3800419930,87927.98000000,0.00342000,5723781021,5723781025,1767230449719,False,True
3800419931,87928.51000000,0.00006000,5723781026,5723781026,1767230449719,False,True
3800419932,87928.68000000,0.00006000,5723781027,5723781027,1767230449719,False,True
3800419933,87929.22000000,0.00018000,5723781028,5723781030,1767230449719,False,True
3800419934,87929.22000000,0.00309000,5723781031,5723781031,1767230450631,True,True
3800419935,87929.22000000,0.00262000,5723781032,5723781032,1767230452311,True,True
3800419936,87929.23000000,0.00725000,5723781033,5723781070,1767230452839,False,True
3800419937,87929.23000000,0.00923000,5723781071,5723781113,1767230454365,False,True
3800419938,87929.24000000,0.00230000,5723781114,5723781137,1767230454365,False,True
3800419939,87929.30000000,0.00136000,5723781138,5723781145,1767230454365,False,True
3800419940,87929.56000000,0.00006000,5723781146,5723781146,1767230454365,False,True
3800419941,87929.73000000,0.00006000,5723781147,5723781147,1767230454365,False,True
3800419942,87930.65000000,0.00230000,5723781148,5723781149,1767230454365,False,True
3800419943,87931.54000000,0.00006000,5723781150,5723781150,1767230454365,False,True
3800419944,87931.70000000,0.00006000,5723781151,5723781151,1767230454365,False,True
3800419945,87932.31000000,0.00018000,5723781152,5723781154,1767230454365,False,True
3800419946,87932.32000000,0.00309000,5723781155,5723781156,1767230454365,False,True
3800419947,87932.65000000,0.00018000,5723781157,5723781159,1767230454365,False,True
3800419948,87932.90000000,0.00046000,5723781160,5723781160,1767230454365,False,True
3800419949,87933.07000000,0.00006000,5723781161,5723781161,1767230454365,False,True
3800419950,87933.96000000,0.00006000,5723781162,5723781162,1767230454365,False,True
3800419951,87934.67000000,0.00018000,5723781163,5723781165,1767230454365,False,True
3800419952,87934.68000000,0.00276000,5723781166,5723781204,1767230454465,False,True
3800419953,87934.69000000,0.00135000,5723781205,5723781225,1767230454465,False,True
3800419954,87934.80000000,0.00006000,5723781226,5723781226,1767230454465,False,True
3800419955,87935.04000000,0.00006000,5723781227,5723781227,1767230454465,False,True
3800419956,87935.16000000,0.00007000,5723781228,5723781228,1767230454465,False,True
3800419957,87935.56000000,0.00018000,5723781229,5723781231,1767230454465,False,True
3800419958,87936.00000000,0.00363000,5723781232,5723781241,1767230454465,False,True
3800419959,87936.09000000,0.00006000,5723781242,5723781242,1767230454465,False,True
3800419960,87936.20000000,0.00018000,5723781243,5723781245,1767230454465,False,True
3800419961,87936.92000000,0.00021000,5723781246,5723781248,1767230454465,False,True
3800419962,87936.93000000,0.00021000,5723781249,5723781251,1767230454465,False,True
3800419963,87936.99000000,0.00018000,5723781252,5723781254,1767230454465,False,True
3800419964,87937.00000000,0.00039000,5723781255,5723781259,1767230454896,False,True
3800419965,87937.00000000,0.00481000,5723781260,5723781316,1767230454898,False,True
3800419966,87937.01000000,0.00066000,5723781317,5723781327,1767230454898,False,True
3800419967,87937.01000000,0.00193000,5723781328,5723781357,1767230454904,False,True
3800419968,87937.01000000,0.00233000,5723781358,5723781390,1767230454915,False,True
3800419969,87937.02000000,0.00138000,5723781391,5723781412,1767230454915,False,True
3800419970,87937.30000000,0.00209000,5723781413,5723781416,1767230454915,False,True
3800419971,87937.39000000,0.00018000,5723781417,5723781419,1767230454915,False,True
3800419972,87937.58000000,0.00102000,5723781420,5723781423,1767230454915,False,True
3800419973,87937.65000000,0.00006000,5723781424,5723781424,1767230454915,False,True
3800419974,87938.09000000,0.00007000,5723781425,5723781425,1767230454915,False,True
3800419975,87938.31000000,0.00006000,5723781426,5723781426,1767230454915,False,True
3800419976,87938.75000000,0.00018000,5723781427,5723781429,1767230454915,False,True
3800419977,87938.77000000,0.00012000,5723781430,5723781431,1767230454915,False,True
3800419978,87939.05000000,0.00018000,5723781432,5723781434,1767230454915,False,True
3800419979,87939.23000000,0.00018000,5723781435,5723781437,1767230454915,False,True
3800419980,87939.24000000,0.00012000,5723781438,5723781438,1767230455778,False,True
3800419981,87939.24000000,0.00036000,5723781439,5723781439,1767230456223,False,True
3800419982,87939.23000000,0.00091000,5723781440,5723781440,1767230456312,True,True
3800419983,87939.24000000,0.00044000,5723781441,5723781441,1767230456357,False,True
3800419984,87939.23000000,0.00008000,5723781442,5723781442,1767230456357,True,True
3800419985,87939.23000000,0.00113000,5723781443,5723781443,1767230456812,True,True
3800419986,87939.24000000,0.00056000,5723781444,5723781444,1767230457416,False,True
3800419987,87939.24000000,0.08950000,5723781445,5723781475,1767230458311,False,True
3800419988,87939.24000000,0.02500000,5723781476,5723781478,1767230458313,False,True
3800419989,87939.24000000,0.07347000,5723781479,5723781482,1767230458313,False,True
3800419990,87939.24000000,0.03689000,5723781483,5723781497,1767230458314,False,True
3800419991,87939.24000000,0.18437000,5723781498,5723781504,1767230458314,False,True
3800419992,87939.24000000,0.18437000,5723781505,5723781509,1767230458314,False,True
3800419993,87939.24000000,0.18437000,5723781510,5723781514,1767230458314,False,True
3800419994,87939.24000000,0.50936000,5723781515,5723781525,1767230458314,False,True
3800419995,87939.24000000,0.04569000,5723781526,5723781528,1767230458314,False,True
3800419996,87939.24000000,0.07996000,5723781529,5723781531,1767230458314,False,True
3800419997,87939.24000000,0.02500000,5723781532,5723781532,1767230458314,False,True
3800419998,87939.24000000,0.17263000,5723781533,5723781537,1767230458314,False,True
3800419999,87939.24000000,0.16442000,5723781538,5723781542,1767230458315,False,True
3800420000,87939.24000000,0.08950000,5723781543,5723781548,1767230458315,False,True
3800420001,87939.24000000,0.06420000,5723781549,5723781566,1767230458321,False,True
3800420002,87939.25000000,0.00230000,5723781567,5723781590,1767230458321,False,True
3800420003,87939.99000000,0.00111000,5723781591,5723781597,1767230458321,False,True
3800420004,87940.00000000,0.02189000,5723781598,5723781598,1767230458321,False,True
3800420005,87940.00000000,0.00206000,5723781599,5723781603,1767230458323,False,True
3800420006,87940.09000000,0.00006000,5723781604,5723781604,1767230458323,False,True
3800420007,87940.48000000,0.00006000,5723781605,5723781605,1767230458323,False,True
3800420008,87940.50000000,0.00006000,5723781606,5723781606,1767230458323,False,True
3800420009,87940.60000000,0.00018000,5723781607,5723781609,1767230458323,False,True
3800420010,87940.85000000,0.00018000,5723781610,5723781612,1767230458323,False,True
3800420011,87940.86000000,0.00338000,5723781613,5723781613,1767230458323,False,True
3800420012,87940.86000000,0.00245000,5723781614,5723781614,1767230458323,False,True
3800420013,87940.86000000,0.01358000,5723781615,5723781615,1767230458327,False,True
3800420014,87940.86000000,0.00679000,5723781616,5723781616,1767230458328,False,True
3800420015,87940.86000000,0.02190000,5723781617,5723781617,1767230458330,False,True
3800420016,87940.86000000,0.00298000,5723781618,5723781618,1767230458331,False,True
3800420017,87940.86000000,0.01137000,5723781619,5723781619,1767230458332,False,True
3800420018,87940.86000000,0.00679000,5723781620,5723781620,1767230458347,False,True
3800420019,87940.86000000,0.02206000,5723781621,5723781659,1767230458382,False,True
3800420020,87940.87000000,0.00114000,5723781660,5723781678,1767230458382,False,True
3800420021,87940.96000000,0.00006000,5723781679,5723781679,1767230458382,False,True
3800420022,87941.02000000,0.00007000,5723781680,5723781680,1767230458382,False,True
3800420023,87941.55000000,0.00327000,5723781681,5723781684,1767230458382,False,True
3800420024,87941.84000000,0.00006000,5723781685,5723781685,1767230458382,False,True
3800420025,87942.00000000,0.00127000,5723781686,5723781689,1767230458382,False,True
3800420026,87942.13000000,0.00018000,5723781690,5723781692,1767230458382,False,True
3800420027,87942.14000000,0.00021000,5723781693,5723781695,1767230458382,False,True
3800420028,87942.68000000,0.00006000,5723781696,5723781696,1767230458382,False,True
3800420029,87943.10000000,0.00006000,5723781697,5723781697,1767230458382,False,True
3800420030,87943.60000000,0.00006000,5723781698,5723781698,1767230458382,False,True
3800420031,87943.84000000,0.00018000,5723781699,5723781701,1767230458382,False,True
3800420032,87943.95000000,0.00007000,5723781702,5723781702,1767230458382,False,True
3800420033,87944.00000000,0.00100000,5723781703,5723781703,1767230458382,False,True
3800420034,87944.36000000,0.00006000,5723781704,5723781704,1767230458382,False,True
3800420035,87944.87000000,0.00006000,5723781705,5723781705,1767230458382,False,True
3800420036,87945.00000000,0.00018000,5723781706,5723781708,1767230458382,False,True
3800420037,87945.05000000,0.00132000,5723781709,5723781712,1767230458382,False,True
3800420038,87946.00000000,0.00100000,5723781713,5723781713,1767230458382,False,True
3800420039,87946.88000000,0.00007000,5723781714,5723781714,1767230458382,False,True
3800420040,87947.30000000,0.00012000,5723781715,5723781715,1767230458382,False,True
3800420041,87947.36000000,0.00018000,5723781716,5723781718,1767230458382,False,True
3800420042,87947.36000000,0.00306000,5723781719,5723781719,1767230458712,True,True
3800420043,87947.37000000,0.00380000,5723781720,5723781723,1767230458779,False,True
3800420044,87947.37000000,0.00380000,5723781724,5723781724,1767230458779,False,True
3800420045,87947.37000000,0.00035000,5723781725,5723781725,1767230458954,False,True
3800420046,87947.37000000,0.00035000,5723781726,5723781726,1767230458954,False,True
3800420047,87947.37000000,0.00035000,5723781727,5723781727,1767230458954,False,True
3800420048,87947.37000000,0.00099000,5723781728,5723781728,1767230458954,False,True
3800420049,87947.37000000,0.00064000,5723781729,5723781729,1767230458956,False,True
3800420050,87947.37000000,0.00022000,5723781730,5723781730,1767230459686,False,True
3800420051,87947.37000000,0.00077000,5723781731,5723781731,1767230460013,False,True
3800420052,87947.37000000,0.00023000,5723781732,5723781732,1767230460396,False,True
3800420053,87947.37000000,0.00099000,5723781733,5723781733,1767230460951,False,True
3800420054,87947.37000000,0.00071000,5723781734,5723781734,1767230460952,False,True
3800420055,87947.37000000,0.00071000,5723781735,5723781735,1767230460952,False,True
3800420056,87947.37000000,0.00071000,5723781736,5723781736,1767230460952,False,True
3800420057,87947.37000000,0.00071000,5723781737,5723781737,1767230460952,False,True
3800420058,87947.37000000,0.00077000,5723781738,5723781738,1767230460952,False,True
3800420059,87947.37000000,0.00071000,5723781739,5723781739,1767230460952,False,True
3800420060,87947.37000000,0.00071000,5723781740,5723781740,1767230460952,False,True
3800420061,87947.37000000,0.00077000,5723781741,5723781741,1767230460953,False,True
3800420062,87947.37000000,0.00046000,5723781742,5723781742,1767230460954,False,True
3800420063,87947.36000000,0.00011000,5723781743,5723781743,1767230461353,True,True
3800420064,87947.36000000,0.00010000,5723781744,5723781744,1767230461413,True,True
3800420065,87947.36000000,0.00214000,5723781745,5723781745,1767230461992,True,True
3800420066,87947.36000000,0.00014000,5723781746,5723781746,1767230462671,True,True
3800420067,87947.36000000,0.00229000,5723781747,5723781747,1767230463075,True,True
3800420068,87947.37000000,0.00008000,5723781748,5723781748,1767230463272,False,True
3800420069,87947.37000000,0.00011000,5723781749,5723781749,1767230464523,False,True
3800420070,87947.36000000,0.00038000,5723781750,5723781750,1767230464942,True,True
3800420071,87947.36000000,0.00031000,5723781751,5723781751,1767230465112,True,True
3800420072,87947.36000000,0.00059000,5723781752,5723781752,1767230465987,True,True
3800420073,87947.36000000,0.00139000,5723781753,5723781753,1767230466678,True,True
3800420074,87947.37000000,0.00006000,5723781754,5723781754,1767230466852,False,True
3800420075,87947.36000000,0.00056000,5723781755,5723781755,1767230467178,True,True
3800420076,87947.36000000,0.04144000,5723781756,5723781756,1767230467776,True,True
3800420077,87947.36000000,0.00038000,5723781757,5723781757,1767230468884,True,True
3800420078,87947.36000000,0.00419000,5723781758,5723781758,1767230468995,True,True
3800420079,87947.36000000,0.00038000,5723781759,5723781762,1767230469858,True,True
3800420080,87947.37000000,0.00034000,5723781763,5723781763,1767230471171,False,True
3800420081,87947.36000000,0.00013000,5723781764,5723781764,1767230471386,True,True
3800420082,87947.37000000,0.00015000,5723781765,5723781765,1767230471578,False,True
3800420083,87947.37000000,0.00007000,5723781766,5723781766,1767230471806,False,True
3800420084,87947.37000000,0.00025000,5723781767,5723781767,1767230472101,False,True
3800420085,87947.36000000,0.00073000,5723781768,5723781768,1767230472259,True,True
3800420086,87947.37000000,0.00341000,5723781769,5723781769,1767230474267,False,True
3800420087,87947.37000000,0.00006000,5723781770,5723781770,1767230475415,False,True
3800420088,87947.36000000,0.00294000,5723781771,5723781771,1767230475701,True,True
3800420089,87947.36000000,0.00013000,5723781772,5723781772,1767230475968,True,True
3800420090,87947.36000000,0.00010000,5723781773,5723781773,1767230475982,True,True
3800420091,87947.37000000,0.00427000,5723781774,5723781774,1767230476605,False,True
3800420092,87947.37000000,0.00010000,5723781775,5723781775,1767230476701,False,True
3800420093,87947.36000000,0.00118000,5723781776,5723781776,1767230477748,True,True
3800420094,87947.36000000,0.00007000,5723781777,5723781777,1767230477772,True,True
3800420095,87947.36000000,0.00038000,5723781778,5723781778,1767230478909,True,True
3800420096,87947.36000000,0.00028000,5723781779,5723781779,1767230478936,True,True
3800420097,87947.37000000,0.00016000,5723781780,5723781780,1767230478972,False,True
3800420098,87947.36000000,0.00054000,5723781781,5723781781,1767230478981,True,True
3800420099,87947.36000000,0.04500000,5723781782,5723781787,1767230479254,True,True
3800420100,87947.36000000,0.00023000,5723781788,5723781788,1767230481218,True,True
3800420101,87947.37000000,0.01319000,5723781789,5723781789,1767230481876,False,True
3800420102,87947.36000000,0.00009000,5723781790,5723781790,1767230482306,True,True
3800420103,87947.37000000,0.00144000,5723781791,5723781791,1767230482346,False,True
3800420104,87947.37000000,0.00007000,5723781792,5723781792,1767230482703,False,True
3800420105,87947.37000000,0.00075000,5723781793,5723781793,1767230482832,False,True
3800420106,87947.36000000,0.00104000,5723781794,5723781794,1767230483203,True,True
3800420107,87947.37000000,0.00102000,5723781795,5723781795,1767230483512,False,True
3800420108,87947.36000000,0.00187000,5723781796,5723781796,1767230484036,True,True
3800420109,87947.36000000,0.00085000,5723781797,5723781797,1767230485981,True,True
3800420110,87947.36000000,0.00016000,5723781798,5723781798,1767230488066,True,True
3800420111,87947.37000000,0.00008000,5723781799,5723781799,1767230490858,False,True
3800420112,87947.37000000,0.00301000,5723781800,5723781810,1767230491367,False,True
3800420113,87947.37000000,0.00006000,5723781811,5723781811,1767230491708,False,True
3800420114,87947.36000000,0.02135000,5723781812,5723781812,1767230492218,True,True
3800420115,87947.37000000,0.00135000,5723781813,5723781813,1767230494286,False,True
3800420116,87947.36000000,0.04880000,5723781814,5723781818,1767230495178,True,True
3800420117,87947.36000000,0.00016000,5723781819,5723781819,1767230496831,True,True
3800420118,87947.37000000,0.00068000,5723781820,5723781820,1767230498447,False,True
3800420119,87947.37000000,0.00073000,5723781821,5723781821,1767230498447,False,True
3800420120,87947.36000000,0.00027000,5723781822,5723781822,1767230498651,True,True
3800420121,87947.37000000,0.00129000,5723781823,5723781823,1767230499891,False,True
3800420122,87947.36000000,0.00053000,5723781824,5723781824,1767230500886,True,True
3800420123,87947.36000000,0.00039000,5723781825,5723781825,1767230501204,True,True
3800420124,87947.37000000,0.00140000,5723781826,5723781827,1767230501777,False,True
3800420125,87947.37000000,0.00038000,5723781828,5723781828,1767230501839,False,True
3800420126,87947.37000000,0.00009000,5723781829,5723781829,1767230502012,False,True
3800420127,87947.36000000,0.00045000,5723781830,5723781830,1767230502753,True,True
3800420128,87947.37000000,0.00633000,5723781831,5723781834,1767230503455,False,True
3800420129,87947.36000000,0.00015000,5723781835,5723781835,1767230505134,True,True
3800420130,87947.36000000,0.00027000,5723781836,5723781836,1767230506134,True,True
3800420131,87947.37000000,0.02749000,5723781837,5723781837,1767230506253,False,True
3800420132,87947.36000000,0.02749000,5723781838,5723781838,1767230506430,True,True
3800420133,87947.37000000,0.00007000,5723781839,5723781839,1767230508029,False,True
3800420134,87947.37000000,0.00006000,5723781840,5723781840,1767230508453,False,True
3800420135,87947.36000000,0.00216000,5723781841,5723781841,1767230508651,True,True
3800420136,87947.36000000,0.00006000,5723781842,5723781842,1767230509619,True,True
3800420137,87947.36000000,0.00061000,5723781843,5723781843,1767230510707,True,True
3800420138,87947.36000000,0.00061000,5723781844,5723781844,1767230510707,True,True
3800420139,87947.37000000,0.00259000,5723781845,5723781845,1767230510993,False,True
3800420140,87947.36000000,0.00144000,5723781846,5723781846,1767230513075,True,True
3800420141,87947.37000000,0.00006000,5723781847,5723781847,1767230513089,False,True
3800420142,87947.37000000,0.00014000,5723781848,5723781848,1767230514895,False,True
3800420143,87947.37000000,0.00066000,5723781849,5723781849,1767230514920,False,True
3800420144,87947.36000000,0.00170000,5723781850,5723781850,1767230516978,True,True
3800420145,87947.37000000,0.00056000,5723781851,5723781851,1767230518076,False,True
3800420146,87947.37000000,0.03949000,5723781852,5723781852,1767230518891,False,True
3800420147,87947.37000000,0.00147000,5723781853,5723781853,1767230519471,False,True
3800420148,87947.36000000,0.00020000,5723781854,5723781854,1767230520323,True,True
3800420149,87947.37000000,0.00074000,5723781855,5723781855,1767230520359,False,True
3800420150,87947.36000000,0.20000000,5723781856,5723781871,1767230520827,True,True
3800420151,87947.37000000,0.03948000,5723781872,5723781908,1767230520892,False,True
3800420152,87947.37000000,0.00007000,5723781909,5723781909,1767230521209,False,True
3800420153,87947.36000000,0.00095000,5723781910,5723781910,1767230521665,True,True
3800420154,87947.36000000,0.19218000,5723781911,5723781913,1767230521797,True,True
